,ticketid,subject,description,status_idup,priority_idup,user_id,created_at,Category,application_name,assigned_to,Resolution_notes,Resolution_code,resolved_date,resolution_notes_ITSM,resolved_by
1547,,cant log in to vpn,cant log in to vpn,2,2,7,10-03-2023 00:45,Login,VPN,,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1548,,unable to access hr_tool page,unable to access hr_tool page,3,2,1,11-03-2023 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1549,,unable to access hr_tool page,unable to access hr_tool page,3,2,1,12-03-2023 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1550,,skype error ,skype crashing,2,2,2,13-03-2023 00:45,Crash,Skype,raghav_it,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1551,,skype error ,skype crashing,2,2,2,14-03-2023 00:45,Crash,Skype,,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1562,,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,16-03-2023 00:45,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1563,,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,17-03-2023 00:45,Finance,SAP,,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1564,,sap crashing,sap crashing ,1,2,1,18-03-2023 00:45,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,16.0,15-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1565,,Not able to access ERP,Not able to access ERP,1,2,1,16-03-2023 00:45,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1577,,login issue,Unable to login as it shows incorrect login details,2,2,5,12-03-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,29.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1578,,outlook,outlook frozen,3,2,6,13-03-2023 00:45,Crash,Outlook,shubhangi,Restart your outlook,30.0,07-12-2022 22:25,Check the server connection.,
1579,,cant log in to vpn,cant log in to vpn,2,2,7,14-03-2023 00:45,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,31.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1580,,unable to access hr_tool page,unable to access hr_tool page,3,2,1,15-03-2023 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,32.0,07-12-2022 17:04,Server need to be restarted,
1581,,skype error ,skype crashing,2,2,2,16-03-2023 00:45,Crash,Skype,raghav_it,Restart skype.Restart your computer.,33.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1584,,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,19-03-2023 00:45,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",36.0,07-12-2022 17:09,Restart the server,
1586,,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,21-03-2023 00:45,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",38.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1587,,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,22-03-2023 00:45,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,39.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1588,,sap crashing,sap crashing ,1,2,1,23-03-2023 00:45,Crash,SAP,raghav_it,,40.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1589,,Not able to access ERP,Not able to access ERP,1,2,1,24-03-2023 00:45,Access,ERP,raghav_it,,41.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1593,,windows updated some features not working,Windows update done and now some features are not working,5,2,6,28-03-2023 00:45,Configuration,Windows,raghav_it,,45.0,07-12-2022 18:56,Windows version degraded to a lower version,
1596,,outlook crashing,outlook crashing,3,2,6,31-03-2023 00:45,Crash,Outlook,raghav_it,,48.0,07-12-2022 22:48,Check the server connection.,
1601,,login issue,Unable to login as it shows incorrect login details,2,2,5,05-03-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1604,,unable to access hr_tool page,unable to access hr_tool page,3,2,1,08-03-2023 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1605,,skype error ,skype crashing,2,2,2,09-03-2023 00:45,Crash,Skype,raghav_it,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1606,,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,2,4,10-03-2023 00:45,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1607,,unable to disable add ins on outlook,unable to disable add ins on outlook,4,2,5,11-03-2023 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1608,,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,12-03-2023 00:45,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1609,,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,2,3,13-03-2023 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1610,,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,14-03-2023 00:45,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1611,,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,15-03-2023 00:45,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1624,,windows updated some features not working,Windows update done and now some features are not working,5,2,6,28-03-2023 00:45,Configuration,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,21.0,07-12-2022 18:56,Windows version degraded to a lower version,
1626,,erp crash,erp crash,5,2,1,30-03-2023 00:45,Crash,ERP,raghav_it,,,07-12-2022 01:40,,
1627,,erp crash,erp crash,5,2,1,31-03-2023 00:45,Crash,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,23.0,07-12-2022 01:40,,
1628,,outlook crashing,outlook crashing,3,2,6,01-03-2023 00:45,Crash,Outlook,raghav_it,,,07-12-2022 22:48,Check the server connection.,
1629,,outlook crashing,outlook crashing,3,2,6,02-03-2023 00:45,Crash,Outlook,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,24.0,07-12-2022 22:48,Check the server connection.,
